acousticness,danceability,energy,valence,tempo,loudness,speechiness,instrumentalness,track_popularity,is_hit
0.0909,0.412,0.79,0.352,128.048,-10.442,0.198,0.000277,,0
0.979,0.624,0.144,0.624,112.978,-11.151,0.0588,0.0,,0
0.205,0.626,0.88,0.534,95.079,-2.384,0.0504,0.0,51.0,1
0.901,0.447,0.179,0.3279999999999999,135.13,-15.203,0.0364,0.000984,,0
0.7929999999999999,0.402,0.386,0.126,86.395,-7.845,0.032,8.98e-06,50.0,1
6.06e-05,0.451,0.815,0.618,147.974,-5.55,0.0368,0.0,70.0,1
0.000235,0.493,0.8079999999999999,0.38,117.971,-3.365,0.0362,0.0,70.0,1
0.467,0.596,0.3389999999999999,0.257,119.934,-11.654000000000002,0.0284,0.351,,0
0.8440000000000001,0.249,0.422,0.177,108.615,-7.937,0.0315,9.16e-06,52.0,1
0.0784,0.6559999999999999,0.956,0.831,133.713,-5.647,0.0536,0.0247,62.0,1
0.645,0.631,0.5770000000000001,0.8959999999999999,113.751,-9.229,0.0378,0.00173,0.0,0
0.0545,0.53,0.8029999999999999,0.565,80.992,-5.0310000000000015,0.0386,0.0,64.0,1
0.703,0.868,0.479,0.7759999999999999,133.928,-6.687,0.445,0.0,67.0,1
0.952,0.248,0.00674,0.185,176.236,-36.547,0.0417,0.271,60.0,1
0.136,0.6940000000000001,0.853,0.501,106.098,-3.986,0.0934,0.0,65.0,1
0.000488,0.4029999999999999,0.855,0.305,137.733,-4.408,0.0401,0.0,,0
0.00451,0.726,0.652,0.8029999999999999,163.87900000000005,-7.7639999999999985,0.11,3.32e-05,70.0,1
0.22,0.612,0.5329999999999999,0.7909999999999999,158.945,-13.826,0.0566,0.000482,,0
0.0035,0.514,0.8059999999999999,0.522,115.096,-6.481,0.0398,0.00929,,0
0.223,0.32,0.8079999999999999,0.884,199.928,-6.0,0.0515,0.0,,0
0.0407,0.6459999999999999,0.964,0.747,95.479,-3.177,0.0369,3.65e-06,56.0,1
0.973,0.455,0.0607,0.354,118.616,-19.386,0.0359,6.159999999999999e-05,,0
0.56,0.483,0.499,0.185,149.65200000000004,-7.915,0.118,2.42e-06,,0
0.0725,0.441,0.8390000000000001,0.354,103.991,-8.794,0.0448,0.00153,,0
0.00987,0.601,0.794,0.244,114.066,-5.843999999999999,0.0671,1.36e-06,78.0,1
0.0231,0.65,0.862,0.541,127.946,-5.148,0.0567,0.0,50.0,1
0.00947,0.7390000000000001,0.947,0.763,88.009,-1.915,0.0412,2.99e-05,73.0,1
0.321,0.7190000000000001,0.87,0.732,134.97899999999998,-3.073,0.0472,0.0,66.0,1
0.00128,0.52,0.8859999999999999,0.636,121.945,-2.387,0.0454,0.0,52.0,1
0.0967,0.735,0.74,0.541,141.94799999999995,-3.837,0.0519,0.0,62.0,1
0.0028,0.284,0.728,0.0715,101.012,-6.688,0.0437,9.55e-06,,0
0.000272,0.379,0.716,0.239,92.721,-4.312,0.0326,0.00123,59.0,1
0.0642,0.747,0.57,0.65,133.99200000000002,-6.711,0.081,0.0,76.0,1
0.0679,0.77,0.698,0.542,143.916,-7.592,0.175,0.0389,,0
0.0673,0.569,0.865,0.361,82.01100000000002,-3.844,0.266,0.0,59.0,1
0.000136,0.486,0.82,0.516,148.023,-10.388,0.203,0.127,0.0,0
0.0292,0.7040000000000001,0.907,0.657,141.988,-3.95,0.0672,0.0,50.0,1
0.00261,0.762,0.7,0.608,116.073,-6.021,0.0694,1.56e-05,81.0,1
0.00394,0.3229999999999999,0.728,0.489,161.586,-5.416,0.0321,0.0004469999999999,60.0,1
0.496,0.363,0.4379999999999999,0.0393,169.083,-8.658999999999999,0.068,0.0,,0
0.00112,0.504,0.708,0.51,82.009,-5.896,0.0343,0.000424,75.0,1
0.98,0.49,0.00872,0.283,132.787,-20.748,0.0425,0.0,,0
0.562,0.326,0.474,0.222,133.286,-8.891,0.0277,0.0109,0.0,0
0.826,0.579,0.113,0.226,103.101,-18.612,0.0389,0.318,,0
0.296,0.672,0.422,0.38,90.015,-15.376,0.452,0.0,,0
0.779,0.255,0.265,0.128,93.083,-7.659,0.0344,0.0,,0
0.993,0.253,0.0491,0.0326,84.71,-26.048,0.057,0.341,,0
0.775,0.457,0.617,0.9,118.491,-7.619,0.0449,9.38e-05,0.0,0
0.00083,0.207,0.972,0.364,180.798,-3.21,0.186,0.0158,69.0,1
0.0169,0.727,0.6509999999999999,0.481,89.99600000000002,-8.073,0.321,0.0,10.0,0
0.0165,0.682,0.948,0.942,142.52700000000004,-5.287999999999999,0.0775,8.1e-05,,0
0.731,0.725,0.431,0.348,144.004,-8.765,0.135,0.0,53.0,1
0.00999,0.773,0.784,0.81,91.958,-5.327000000000001,0.149,0.00224,59.0,1
0.966,0.606,0.289,0.147,137.465,-10.254,0.0362,0.0045299999999999,,0
0.0195,0.8809999999999999,0.883,0.966,124.016,-5.494,0.0633,0.148,57.0,1
0.534,0.422,0.325,0.902,181.507,-7.687,0.0663,0.0,,0
0.0187,0.3379999999999999,0.8029999999999999,0.4,151.994,-5.412000000000001,0.0413,0.0,74.0,1
0.238,0.76,0.303,0.15,99.991,-11.362,0.0284,8.09e-06,59.0,1
0.0839,0.6679999999999999,0.4639999999999999,0.612,115.952,-11.888,0.0279999999999999,0.0,,0
0.000243,0.431,0.914,0.534,147.108,-4.243,0.0616,0.0096,62.0,1
